Date,Open,High,Low,Close,Adj Close,Volume
4/11/2022,131.823502,132.092499,126.600998,126.730003,126.730003,129120000
4/18/2022,127,131.399002,118.925003,119.635498,119.635498,172324000
4/25/2022,119.100998,123.277496,112.736504,114.109497,114.109497,302562000
5/2/2022,113.404999,122.8545,112.599998,115.746498,115.746498,195968000
5/9/2022,113.25,117.875,109.824501,116.050499,116.050499,207110000
5/16/2022,114.955498,116.900002,105.796501,108.907997,108.907997,167276000
5/23/2022,109.587502,112.318001,101.884499,112.316498,112.316498,230084000
5/30/2022,112.746498,117.899498,112.078499,114.541,114.541,150746000
6/6/2022,116.704498,119.347,110.365997,111.161499,111.161499,158490000
6/13/2022,106.786499,111.4235,105.045998,107.143501,107.143501,223716000
6/20/2022,108.929497,118.079002,108.599998,117.974998,117.974998,147716000
6/27/2022,118.273003,118.579498,106.730499,108.737503,108.737503,175574000
7/4/2022,107.100502,119.684998,105.731499,119.3535,119.3535,155948000
7/11/2022,117.998001,117.998001,108.373001,111.777496,111.777496,188652000
7/18/2022,112.639999,115.400002,106.5,107.900002,107.900002,196873300
7/25/2022,108.410004,116.709999,104.07,116.32,116.32,212580400
8/1/2022,115.300003,118.779999,113.720001,117.470001,117.470001,115531700
8/8/2022,118.389999,121.68,115.709999,121.68,121.68,112545200
8/15/2022,121.129997,122.43,116.760002,117.209999,117.209999,101180200
8/22/2022,115.199997,116.720001,110.190002,110.339996,110.339996,109264100
8/29/2022,109.989998,110.949997,107.260002,107.849998,107.849998,129853100
9/5/2022,107.300003,110.989998,105.779999,110.650002,110.650002,95671300
9/12/2022,110.989998,111.620003,100.940002,102.800003,102.800003,164520300
9/19/2022,101.75,103.330002,97.470001,98.739998,98.739998,146965200
9/26/2022,98.099998,100.699997,95.559998,95.650002,95.650002,153600500
10/3/2022,96.760002,102.93,96.519997,98.68,98.68,128836500
10/10/2022,99,100.690002,94.379997,96.559998,96.559998,126593800
10/17/2022,98.860001,103.470001,97.720001,101.129997,101.129997,134072900
10/24/2022,101.800003,104.82,91.800003,96.290001,96.290001,260310100
10/31/2022,95.419998,96.029999,83.339996,86.580002,86.580002,248287600
11/7/2022,87.279999,96.93,86.849998,96.410004,96.410004,180987600
11/14/2022,95.089996,100.139999,94.510002,97.43,97.43,155320400
11/21/2022,97.290001,98.760002,94.050003,97.459999,97.459999,73655400
11/28/2022,97.040001,102.25,94.110001,100.440002,100.440002,140114500
12/5/2022,99.400002,101.379997,92.75,92.830002,92.830002,140799900
12/12/2022,92.709999,99.529999,89.519997,90.260002,90.260002,196866100
12/19/2022,90.260002,90.559998,86.32,89.230003,89.230003,128353700
12/26/2022,88.800003,88.940002,85.940002,88.230003,88.230003,86940300
1/2/2023,89.589996,91.050003,84.860001,87.339996,87.339996,131561900
1/9/2023,88.360001,92.190002,85.830002,92.120003,92.120003,142921000
1/16/2023,92.059998,98.300003,90.050003,98.019997,98.019997,161910600
1/23/2023,97.949997,100.32,93.760002,99.370003,99.370003,179407400
1/30/2023,97.480003,107.849998,96.400002,104.779999,104.779999,227821100
2/6/2023,102.400002,108.18,93.629997,94.57,94.57,350189000
2/13/2023,94.739998,97.68,92.260002,94.349998,94.349998,231717900
2/20/2023,93,93.099998,88.580002,89.129997,89.129997,142304800
2/27/2023,89.870003,93.730003,89.32,93.650002,93.650002,156120000
3/6/2023,94.019997,95.970001,90.400002,90.629997,90.629997,159332600
3/13/2023,90.089996,102.839996,89.419998,101.620003,101.620003,250528400
3/20/2023,100.120003,106.589996,99.870003,105.440002,105.440002,189706900
3/27/2023,104.620003,104.760002,99.739998,103.730003,103.730003,161867800
4/3/2023,102.389999,109.169998,101.93,108.419998,108.419998,126457500
4/6/2023,105.260002,109.169998,104.330002,108.419998,108.419998,48711480
